,Geography :: United States,,,,,,My Metrix,,,,,
,Universe :: Home and Work,,,,,,"(c)2014 comScore, Inc",,,,,
,Time Period :: December 2013,,,,,,,,,,,
,Target :: Total Audience,,,,,,,,,,,
,Media :: Top 100 Properties [Undup.],,,,,,,,,,,
,Date :: 7/3/2014,,,,,,,,,,,
,,,,,,,,,,,,
,Category,Total Unique Visitors (000),% Reach,% Composition Unique Visitors,Composition Index UV,Composition Index PV,Average Daily Visitors (000),Total Minutes (MM),Total Pages Viewed (MM),Total Visits (000),Average Minutes per Visit,Average Visits per Visitor
            B104.COM,"Entertainment - Radio, Entertainment",39.655,0.018,100,100,,,,,,,
            WNIC.COM,"Entertainment - Radio, Entertainment",37.046,0.017,100,100,,,,,,,
            KEZ999.COM,"Entertainment - Radio, Entertainment",20.864,0.009,100,100,,,,,,,
            WALKRADIO.COM,"Entertainment - Radio, Entertainment",19.899,0.009,100,100,,,,,,,
            KGBX.COM,"Entertainment - Radio, Entertainment",16.316,0.007,100,100,,,,,,,
            961THERIVER.COM,"Entertainment, Entertainment - Radio",13.922,0.006,100,100,,,,,,,
            MAGIC107.COM,"Entertainment - Radio, Entertainment",11.577,0.005,100,100,,,,,,,
            SUNNY99.COM,"Entertainment, Entertainment - Radio",4.59,0.002,100,100,,,,,,,
            WDASFM.COM,"Entertainment - Radio, Entertainment",4.512,0.002,100,100,,,,,,,
            1015THERIVER.COM,"Entertainment - Radio, Entertainment",2.12,0.001,100,100,,,,,,,
            MIX923FM.COM,"Entertainment - Radio, Entertainment",1.838,0.001,100,100,,,,,,,
            V1015.COM,"Entertainment - Radio, Entertainment",1.243,0.001,100,100,,,,,,,
            MIX1029.COM,"Entertainment - Radio, Entertainment",1.062,0,100,100,,,,,,,
            KMJM.COM,"Entertainment - Radio, Entertainment",0.591,0,100,100,,,,,,,
        Clear Channel Radio Country,"Entertainment, Entertainment - Radio",982.108,0.438,100,100,100,70.825,8.726,6.471,2402.5,3.632,2.446
            B93.COM,"Entertainment - Radio, Entertainment",110.025,0.049,100,100,100,5.262,0.254,0.204,173.763,1.464,1.579
            WGAR.COM,"Entertainment, Entertainment - Radio",87.113,0.039,100,100,,,,,,,
            WPOC.COM,"Entertainment - Radio, Entertainment",55.73,0.025,100,100,,,,,,,
            K102.COM,"Entertainment - Radio, Entertainment",25.396,0.011,100,100,,,,,,,
            WMZQ.COM,"Entertainment - Radio, Entertainment",25.22,0.011,100,100,,,,,,,
            COUNTRY925.COM,"Entertainment - Radio, Entertainment",19.339,0.009,100,100,,,,,,,
            KNIXCOUNTRY.COM,"Entertainment, Entertainment - Radio",16.513,0.007,100,100,,,,,,,
            WKKJ.COM,"Entertainment - Radio, Entertainment",13.536,0.006,100,100,,,,,,,
            WQIK.COM,"Entertainment - Radio, Entertainment",0.715,0,100,100,,,,,,,
        Clear Channel Multi Format,"Entertainment - Radio, Entertainment",647.068,0.289,100,100,100,36.848,2.117,3.461,1314.439,1.611,2.031
            GATORZONE.COM,Sports,117.569,0.052,100,100,100,5.068,0.228,0.724,159.709,1.428,1.358
            CLEARCHANNEL.COM,"Entertainment - Radio, Entertainment",112.054,0.05,100,100,100,5.554,0.371,0.351,221.266,1.677,1.975
            MEGA949.COM,"Entertainment - Radio, Entertainment",59.7,0.027,100,100,,,,,,,
            KFGO.COM,"Entertainment, Entertainment - Radio",53.73,0.024,100,100,,,,,,,
            KEGL.COM,"Entertainment - Radio, Entertainment",44.145,0.02,100,100,,,,,,,
            GOSPEL1390.COM,"Entertainment - Radio, Entertainment",28.198,0.013,100,100,,,,,,,
            RUMBA1003.COM,"Entertainment - Radio, Entertainment",26.028,0.012,100,100,,,,,,,
            SCHNITTSHOW.COM,"Entertainment - Radio, Entertainment",6.477,0.003,100,100,,,,,,,
            HALLELUJAHFM.COM,"Entertainment - Radio, Entertainment",1.251,0.001,100,100,,,,,,,
        RUSHLIMBAUGH.COM,Entertainment,522.05,0.233,100,100,100,67.863,4.824,4.613,2504.898,1.926,4.798
        SIGALERT.COM,"Directories/Resources - Maps, Directories/Resources",514.348,0.23,100,100,100,58.789,3.328,3.147,2377.936,1.4,4.623
        GLENNBECK.COM,"Entertainment - Radio, Entertainment",511.605,0.228,100,100,100,31.576,3.048,2.592,1055.297,2.888,2.063
        Clear Channel Radio Urban,"Entertainment - Radio, Entertainment",500.305,0.223,100,100,100,38.399,3.152,2.931,1396.031,2.258,2.79
            POWER1051FM.COM,"Entertainment - Radio, Entertainment",167.409,0.075,100,100,100,19.631,1.354,1.272,752.885,1.799,4.497
            WGCI.COM,"Entertainment, Entertainment - Radio",74.903,0.033,100,100,100,3.252,0.228,0.221,104.742,2.178,1.398
            POWER99.COM,"Entertainment - Radio, Entertainment",53.586,0.024,100,100,100,3.989,0.216,0.265,137.683,1.571,2.569
            KMEL.COM,"Entertainment - Radio, Entertainment",53.482,0.024,100,100,100,4.019,0.411,0.357,144.851,2.84,2.708
            Q93.COM,"Entertainment - Radio, Entertainment",23.402,0.01,100,100,,,,,,,
            HOT923.COM,"Entertainment - Radio, Entertainment",16.934,0.008,100,100,,,,,,,
            FM98WJLB.COM,"Entertainment - Radio, Entertainment",14.498,0.006,100,100,,,,,,,
            103JAMZ.COM,"Entertainment, Entertainment - Radio",4.948,0.002,100,100,,,,,,,
            957THEBEAT.COM,"Entertainment - Radio, Entertainment",4.561,0.002,100,100,,,,,,,
            V100.COM,"Entertainment - Radio, Entertainment",2.473,0.001,100,100,,,,,,,
            K97FM.COM,"Entertainment, Entertainment - Radio",1.274,0.001,100,100,,,,,,,
        COASTTOCOASTAM.COM,"Entertainment - Radio, Entertainment",255.164,0.114,100,100,100,46.844,6.279,5.595,2063.703,3.043,8.088
        Clear Channel Radio Oldies,"Entertainment, Entertainment - Radio",165.227,0.074,100,100,100,12.105,3.357,2.003,461.412,7.276,2.793
        STEVEHARVEY.COM,Entertainment,143.372,0.064,100,100,100,5.552,0.339,0.314,172.411,1.968,1.203
        PREMIERERADIO.COM,"Entertainment - Radio, Entertainment",136.738,0.061,100,100,,,,,,,
        BILLOREILLY.COM,"News/Information - Politics, News/Information",110.818,0.049,100,100,100,5.682,0.65,0.937,197.973,3.285,1.786
        SATURDAYNIGHTONLINE.COM,"Entertainment, Entertainment - Radio",105.982,0.047,100,100,100,3.794,0.163,0.158,117.61,1.386,1.11
        SPORTSRADIOKJR.COM,"Entertainment, Entertainment - Radio",95.876,0.043,100,100,100,8.967,0.426,0.709,315.726,1.348,3.293
        DAVERYANSHOW.COM,"Entertainment - Radio, Entertainment",91.353,0.041,100,100,100,10.321,0.427,0.422,323.566,1.318,3.542
        KISS107.COM,"Entertainment, Entertainment - Radio",86.711,0.039,100,100,100,5.125,0.308,0.287,167.562,1.837,1.932
        BOBANDTOM.COM,"Entertainment - Radio, Entertainment",79.986,0.036,100,100,,,,,,,
        AT40.COM,"Entertainment - Radio, Entertainment",79.229,0.035,100,100,100,5.106,0.226,0.338,160.033,1.411,2.02
        SIXXSENSE.COM,"Entertainment, Entertainment - Radio",73.989,0.033,100,100,,,,,,,
        PREMIEREINTERACTIVE.COM,Corporate Presence,63.697,0.028,100,100,,,,,,,
        HANNITY.COM,"Entertainment - Radio, Entertainment",61.337,0.027,100,100,,,,,,,
        Y100.COM,"Entertainment, Entertainment - Radio",56.413,0.025,100,100,100,7.259,0.427,0.233,277.846,1.535,4.925
        MIXPHILADELPHIA.COM,"Entertainment, Entertainment - Radio",49.768,0.022,100,100,,,,,,,
        MONSTERS.FM,"Entertainment, Entertainment - Radio",34.047,0.015,100,100,,,,,,,
        850KOA.COM,"Entertainment, Entertainment - Radio",28.346,0.013,100,100,,,,,,,
        1043MYFM.COM,"Entertainment, Entertainment - Radio",27.091,0.012,100,100,,,,,,,
        1045SNX.COM,"Entertainment, Entertainment - Radio",22.449,0.01,100,100,,,,,,,
        1011THEBEAT.COM,"Entertainment - Radio, Entertainment",16.262,0.007,100,100,,,,,,,
        CLEARCHANNELNY.COM,"Entertainment, Entertainment - Radio",15.95,0.007,100,100,,,,,,,
        ELPATRON1053.COM,"Entertainment, Entertainment - Multimedia",14.919,0.007,100,100,,,,,,,
        RADIO1045.COM,"Entertainment, Entertainment - Radio",14.015,0.006,100,100,,,,,,,
        KISSFMSEATTLE.COM,"Entertainment - Radio, Entertainment",10.947,0.005,100,100,,,,,,,
        THEBIGSHOW.COM,Entertainment,10.223,0.005,100,100,,,,,,,
        WILD104.NET,"Entertainment, Entertainment - Radio",8.766,0.004,100,100,,,,,,,
        THUMBPLAY.COM,"Services, Services - Downloads",8.408,0.004,100,100,,,,,,,
        DRLAURA.COM,"Entertainment - Radio, Entertainment",7.792,0.003,100,100,,,,,,,
        CLEARCONTESTS.COM,"Entertainment, Entertainment - Radio",4.534,0.002,100,100,,,,,,,
        TAMPABAYSMIX.COM,"Entertainment, Entertainment - Radio",4.19,0.002,100,100,,,,,,,
        STAR941FM.COM,"Entertainment, Entertainment - Radio",4.184,0.002,100,100,,,,,,,
        MYWDIA.COM,"Entertainment - Radio, Entertainment",2.042,0.001,100,100,,,,,,,
        LEXANDTERRY.COM,"Entertainment - Radio, Entertainment",1.988,0.001,100,100,,,,,,,
        987FM.COM,"Entertainment - Radio, Entertainment",1.898,0.001,100,100,,,,,,,
        GBTV.COM,"Entertainment - TV, Entertainment",0.336,0,100,100,,,,,,,
    Dow Jones & Company,"Business/Finance, Business/Finance - News/Research",19780.894,8.828,100,100,100,1682.127,320.866,238.811,73595.675,4.36,3.721
        Wall Street Journal Digital Network,"Business/Finance - News/Research, Business/Finance",18384.928,8.205,100,100,100,1606.839,316.473,226.234,70830.338,4.468,3.853
            Wall Street Journal Online,"Business/Finance - News/Research, Business/Finance",13856.991,6.185,100,100,100,1129.069,131.59,107.311,42422.267,3.102,3.061
                WSJ.COM,"Business/Finance - News/Research, Business/Finance",13856.988,6.185,100,100,100,1129.047,131.59,107.308,42421.586,3.102,3.061
            MarketWatch,"Business/Finance - News/Research, Business/Finance",5335.412,2.381,100,100,100,524.076,142.527,106.477,28132.365,5.066,5.273
                MARKETWATCH.COM*,"Business/Finance - News/Research, Business/Finance",5227.981,2.333,100,100,100,495.664,141.503,98.851,26914.891,5.257,5.148
                Big Charts,"Business/Finance, Business/Finance - News/Research",82.711,0.037,100,100,,,,,,,
            BARRONS.COM,"Business/Finance - News/Research, Business/Finance",1483.788,0.662,100,100,100,88.491,12.399,7.433,2942.857,4.213,1.983
            ALLTHINGSD.COM,"Technology - News, Technology",1148.075,0.512,100,100,100,51.341,9.813,5.003,2012.019,4.877,1.753
        Dow Jones Local Media Group,"News/Information, News/Information - Newspapers",514.39,0.23,100,100,100,38.945,1.526,2.987,1336.905,1.142,2.599
            DAILYITEM.COM,"News/Information, News/Information - Newspapers",111.506,0.05,100,100,100,11.759,0.218,0.926,425.87,0.511,3.819
            THEDAILYSTAR.COM,"News/Information - Newspapers, News/Information",85.276,0.038,100,100,,,,,,,
            SOUTHCOASTTODAY.COM,"News/Information - Newspapers, News/Information",71.745,0.032,100,100,,,,,,,
            SEACOASTONLINE.COM,"News/Information - Newspapers, News/Information",60.254,0.027,100,100,100,3.237,0.134,0.129,109.948,1.215,1.825
            RECORDONLINE.COM,"News/Information - Newspapers, News/Information",59.686,0.027,100,100,100,4.404,0.21,0.256,142.05,1.479,2.38
            POCONORECORD.COM,"News/Information - Newspapers, News/Information",45.814,0.02,100,100,100,2.687,0.229,0.304,90.746,2.524,1.981
            PRESSREPUBLICAN.COM,"News/Information, News/Information - Newspapers",30.591,0.014,100,100,,,,,,,
            CAPECODONLINE.COM,"News/Information - Newspapers, News/Information",25.216,0.011,100,100,,,,,,,
            MAILTRIBUNE.COM,"News/Information, News/Information - Newspapers",19.673,0.009,100,100,,,,,,,
            RECORD-EAGLE.COM,"News/Information, News/Information - Newspapers",12.254,0.005,100,100,,,,,,,
            GLOUCESTERTIMES.COM,"News/Information - Newspapers, News/Information",3.016,0.001,100,100,,,,,,,
        Dow Jones,"Business/Finance, Business/Finance - News/Research",82.806,0.037,100,100,100,10.938,0.297,0.781,390.543,0.761,4.716
            DOWJONES.COM,"Business/Finance, Business/Finance - News/Research",82.806,0.037,100,100,100,10.938,0.297,0.781,390.543,0.761,4.716
        SALEMNEWS.COM,"News/Information - Newspapers, News/Information",69.681,0.031,100,100,,,,,,,
        HUDSONVALLEY.COM,Regional/Local,6.276,0.003,100,100,,,,,,,
        NEWBURYPORTNEWS.COM,"News/Information - Newspapers, News/Information",3.823,0.002,100,100,,,,,,,
        DOWJONESON.COM,Services,1.279,0.001,100,100,,,,,,,
        THEPOCONOS.COM,"Directories/Resources - Directories, Directories/Resources",0.951,0,100,100,,,,,,,
    UPS Sites,"Directories/Resources, Directories/Resources - Shipping",19658.421,8.774,100,100,100,1654.983,193.65,209.013,71008.597,2.727,3.612
        UPS.COM,"Directories/Resources, Directories/Resources - Shipping",19022.666,8.49,100,100,100,1573.332,190.088,202.111,69863.237,2.721,3.673
            UPS Support,"Directories/Resources - Shipping, Directories/Resources",1312.643,0.586,100,100,100,51.036,1.71,2.906,1630.141,1.049,1.242
            UPS Business Solutions,"Directories/Resources, Directories/Resources - Shipping",1207.072,0.539,100,100,100,51.419,0.646,2.316,1664.349,0.388,1.379
            UPS Selecting a Service,"Directories/Resources, Directories/Resources - Shipping",0.143,0,100,100,,,,,,,
        THEUPSSTORE.COM,"Directories/Resources, Directories/Resources - Shipping",606.747,0.271,100,100,100,23.197,1.243,1.752,762.481,1.63,1.257
        THEUPSSTORELOCAL.COM,"Directories/Resources - Maps, Directories/Resources",524.892,0.234,100,100,100,21.181,0.913,2.459,671.073,1.36,1.278
        UPS Worldship (App),"Directories/Resources, Directories/Resources - Shipping",280.38,0.125,100,100,,92.127,0,0,,,
        UPSERS.COM,Corporate Presence,102.46,0.046,100,100,100,6.939,1.24,2.346,235.496,5.267,2.298
        UPSFREIGHT.COM,"Directories/Resources - Shipping, Directories/Resources",48.456,0.022,100,100,,,,,,,
        UPSMAILINNOVATIONS.COM,Business to Business,43.008,0.019,100,100,,,,,,,
        UPS-SCS.COM,"Directories/Resources - Shipping, Directories/Resources",24.878,0.011,100,100,,,,,,,
        MBE.COM,"Directories/Resources, Directories/Resources - Shipping",3.414,0.002,100,100,,,,,,,
    Cox Enterprises Inc.,Telecommunications,19627.595,8.76,100,100,100,1719.796,394.946,557.546,76926.998,5.134,3.919
        Cox Media Group,Corporate Presence,8322.479,3.714,100,100,100,1055.719,132.821,117.5,45798.979,2.9,5.503
            Cox Media Group - Newspaper,"News/Information - Newspapers, News/Information",4505.257,2.011,100,100,100,709.202,76.549,72.286,32538.45,2.353,7.222
                The Atlanta Journal-Constitution Sites,"News/Information - Newspapers, News/Information",2453.587,1.095,100,100,100,370.989,51.949,44.666,17193.362,3.021,7.007
                    AJC.COM,"News/Information, News/Information - Newspapers",2140.879,0.956,100,100,100,352.075,42.829,36.534,16362.415,2.618,7.643
                    ACCESSATLANTA.COM,Regional/Local,516.74,0.231,100,100,100,93.266,4.614,4.871,3360.058,1.373,6.502
                    MYAJC.COM,"News/Information - Newspapers, News/Information",49.004,0.022,100,100,,,,,,,
                Austin American-Statesman Sites,"News/Information, News/Information - Newspapers",816.257,0.364,100,100,100,118.722,9.335,8.502,4069.242,2.294,4.985
                    STATESMAN.COM,"News/Information - Newspapers, News/Information",633.746,0.283,100,100,100,97.048,7.854,6.715,3380.952,2.323,5.335
                    AUSTIN360.COM,"News/Information - Newspapers, News/Information",181.787,0.081,100,100,100,18.052,0.884,0.786,559.598,1.58,3.078
                Cox Ohio Publishing,"News/Information - Newspapers, News/Information",748.965,0.334,100,100,100,104.744,8.435,11.255,6140.66,1.374,8.199
                    Dayton Daily News Sites,"News/Information - Newspapers, News/Information",491.498,0.219,100,100,100,74.369,4.075,6.214,4243.458,0.96,8.634
                        DAYTONDAILYNEWS.COM,"News/Information, News/Information - Newspapers",423.1,0.189,100,100,100,72.881,3.492,4.708,4158.588,0.84,9.829
                    Springfield News Sun Sites,"News/Information, News/Information - Newspapers",162.056,0.072,100,100,100,14.063,1.271,1.732,438.637,2.896,2.707
                        SPRINGFIELDNEWSSUN.COM,"News/Information - Newspapers, News/Information",157.597,0.07,100,100,100,13.115,1.172,1.341,409.183,2.864,2.596
                Palm Beach Post Sites,"News/Information, News/Information - Newspapers",632.634,0.282,100,100,100,132.761,5.955,7.862,5044.566,1.18,7.974
                    PALMBEACHPOST.COM,"News/Information, News/Information - Newspapers",531.202,0.237,100,100,100,114.805,4.868,6.85,4412.503,1.103,8.307
            Cox Media Group - Radio,"Entertainment - Radio, Entertainment",1065.917,0.476,100,100,100,83.617,5.28,7.294,2930.309,1.802,2.749
                CLARKHOWARD.COM,"Entertainment, Entertainment - Radio",370.926,0.166,100,100,100,33.245,1.768,1.876,1107.782,1.596,2.987
                KRMG.COM,"Entertainment - Radio, Entertainment",63.767,0.028,100,100,100,2.416,0.129,0.143,74.888,1.723,1.174
                WSBRADIO.COM,"Entertainment - Radio, Entertainment",31.505,0.014,100,100,,,,,,,
            WSBTV.COM,"Entertainment - TV, Entertainment",828.301,0.37,100,100,100,135.01,11.526,8.589,5157.201,2.235,6.226
            KTVU.COM,News/Information,530.329,0.237,100,100,100,63.401,4.512,3.458,2082.354,2.167,3.927
            WSOCTV.COM,News/Information,528.535,0.236,100,100,100,57.686,4.135,3.979,1995.119,2.073,3.775
            WPXI.COM,News/Information,485.231,0.217,100,100,100,38.217,8.172,5.512,1425.925,5.731,2.939
            WFTV.COM,News/Information,475.229,0.212,100,100,100,59.266,4.893,3.778,2116.007,2.312,4.453
            KIROTV.COM,News/Information,421.129,0.188,100,100,100,50.888,5.165,4.277,2123.84,2.432,5.043
            WHIO.COM,News/Information,228.023,0.102,100,100,100,34.066,9.785,5.936,1901.465,5.146,8.339
            ACTIONNEWSJAX.COM,"Entertainment - TV, Entertainment",148.616,0.066,100,100,100,13.256,1.209,1.046,455.212,2.657,3.063
            Cox Media Group - Television,"Entertainment - TV, Entertainment",130.971,0.058,100,100,100,10.788,1.486,1.027,426.923,3.481,3.26
                FOX23.COM,"Entertainment - TV, Entertainment",130.971,0.058,100,100,100,10.788,1.486,1.027,426.923,3.481,3.26
        AutoTrader,"Automotive - Resources, Automotive",6810.983,3.04,100,100,100,412.954,150.526,200.354,15527.03,9.694,2.28
            AUTOTRADER.COM*,"Automotive - Resources, Automotive",6553.944,2.925,100,100,100,389.564,143.487,192.324,14659.413,9.788,2.237
            AUTOTRADERCLASSICS.COM,Automotive,487.296,0.217,100,100,100,41.431,6.945,8.029,1480.282,4.691,3.038
        Cox (CCI),ISP,4630.673,2.067,100,100,100,509.154,125.755,234.11,27004.469,4.657,5.832
            Cox.com Sites,Telecommunications,4630.673,2.067,100,100,100,509.154,125.743,234.086,27004.469,4.656,5.832
                COX.NET,ISP,3838.713,1.713,100,100,100,402.331,104.299,189.922,21209.69,4.918,5.525
                COX.COM,Telecommunications,2222.405,0.992,100,100,100,212.146,19.498,40.264,9894.956,1.97,4.452
                    Cox.com Arizona,Regional/Local,248.186,0.111,100,100,100,19.412,0.971,2.341,1068.439,0.909,4.305
                    Cox.com San Diego,Regional/Local,171.707,0.077,100,100,100,11.249,0.42,0.92,352.321,1.191,2.052
                    Cox.com Las Vegas,Regional/Local,85.722,0.038,100,100,100,4.981,0.281,0.322,337.685,0.831,3.939
                    Cox.com Orange County,Regional/Local,76.305,0.034,100,100,,,,,,,
                    Cox.com Hampton Roads,Regional/Local,60.606,0.027,100,100,100,2.564,0.07,0.171,86.957,0.807,1.435
                    Cox.com Northern Virginia,Regional/Local,58.395,0.026,100,100,,,,,,,
                    Cox.com New Orleans,Regional/Local,57.278,0.026,100,100,,,,,,,
                    Cox.com Rhode Island,Regional/Local,45.032,0.02,100,100,,,,,,,
